1NO0000001	-----사건 번호 45602-----[CRLF]
1NO0002168	7단계 시스템이 실패했기 때문에, 모든 수리공은 그에 대한 보고를 해야 합니다. 보고 불 이행은 정비 서비스 노동조합 계약 45.7 조항에 의해 계약 파기를 초래할 것입니다.[CRLF]
1NO0002169	편안한 근무 시간 되시길 바랍니다.[CRLF]
1NO0002170	새로운 DCTA 표준형 레이저 권총을 받으신 것을 축하드립니다![CRLF]
1NO0002171	DCTA 고용인 안내서 28.1.1.b에 나와 있는 가이드라인을 잘 읽어 주시기 바랍니다. 이 내용은 여러분의 편의를 위하여 밑에 발췌되어 있습니다.[CRLF]
1NO0002172	28.1.1.b - 적절한 레이저 권총의 사용[CRLF]
1NO0002173	모든 DCTA의 재산은 최대한 주의해서 다루어야 하며, 필요한 경우에만 사용되어야 합니다. 중공군의 공격 시 개인의 안전을 유지하기 위한 사용은 여러분께서 받은 표준형 레이저 권총의 좋은 사용 예라고 할 수 있습니다. 그러나 설치류의 개체수 조절을 위한 사용은 부적절한 사용이며, 11.3.5.c에 게시된 바와 같이 징계 처분의 대상이 됩니다.[CRLF]
1NO0002174	28.1.1.b.1 - 레이저 권총 사용시의 안전 유지[CRLF]
1NO0002175	DCTA 지하철 시설에서 본 권총을 사용하는 것은 다양한 방법으로 이익이 될 수 있으나, 사용자는 발포하기 전에 반드시 주변을 잘 확인하여야 합니다. 지하철의 기능성 배관은 고 가연성 가스의 운송관으로 자주 사용됩니다. 가스 누출시에 레이저 권총을 발포하면 의도하지 않은 폭발이나 심각한 부상을 초래할 수 있습니다.[CRLF]
1NO0002176	28.1.1.b.2 - 적합한 규격 하에서의 레이저 권총 운용[CRLF]
1NO0002177	모든 DCTA 고용인들은 레이저 권총의 펄스 에너지와 파장 및 주기를 레이저 권총 사용자 안내서에 도시된 규격 내로 유지해야 합니다. 이를 소홀히 할 경우 심각한 개인적 부상 뿐 아니라 DCTA 규제 위원회로부터의 엄한 징계를 받을 수 있습니다.[CRLF]
1NO0002178	다음의 품목들이 볼트 92 필요 요청에 추가되었습니다 : WNB형 잡음 제거기 14대, 방송 중계기 14대, 모니터링 단말기 14대. 이 변경사항에 오류가 있을 경우에는 즉시 보급 및 기획부에 연락주시기 바랍니다.[CRLF]
1NO0002179	레오가 우리 것을 훔친다는 건 생각조차 하기 싫지만, 그가 돈이 어디로 없어지는지를 제대로 설명하지 못하는 것 같다. 1-2캡 쯤은 확실히 실수라고 해도, 우리가 말하는 건 매달 100캡이 넘는단 말이다. 레오를 도둑으로 추궁할 수는 없지만, 뭔가가 수상 한 일이 일어나고 있다.[CRLF]
1NO0002180	그리고 제일 이상한 점은... 처치가 레오에 대해 뭘 알고 있는 것 같은데, 우리에게 말하려고 하지는 않는다는 것이다.[CRLF]
1NO0002181	또 다시 몇 가지 품목이 다 떨어지려고 하고 있다. 이유를 설명할 수가 없다. 증류기 안에는 매달 공급할 재료도 충분히 있는데, 아직도 계속 모자란다. 주의할 점 : 레오를 주의하라. 이 일과 그의 현금 부족 사이에 무언가가 있다고 생각되기 시작했다.[CRLF]
1NO0002182	-앤디[CRLF]
1NO0002183	단말기의 비밀번호는 "Lhats"이다.[CRLF]
1NO0002191	G.E.C.K. 이란, 간단히 말해서, 볼트-텍이 개발한 첨단 기술의 결정체라고 할 수 있습니다. 그 어떤 황무지도 비옥한 땅으로 재 창조 해 주는 기능을 가진 토질 개량 장치입니다.[CRLF]
1NO0002192	볼트-텍이 개발한 G.E.C.K.을 작동시켜 볼트 안에 살던 거주자들은 "멸망의 핵 폭풍"이 지나간 뒤에, 이 땅에 비옥한 낙원을 다시 건설 할 수 있습니다. 핵 전쟁으로 폐허가 된 땅은 다시 맑은 물이 반짝이는 호수가 될 것입니다. 물론 시간적, 금전적 제약 때문에 모든 볼트에 G.E.C.K.이 배치되진 않을 예정이니 유념 해 주시기 바랍니다.[CRLF]
1NO0002193	101번 볼트는 G.E.C.K 장치를 받지 못할것이며, 볼트 오버시어에게 별도로 지급한 비밀 지시에 의해 운영 되어야 할 것입니다.[CRLF]
1NO0002194	과학 박물관은 지상 교통 수단 변천사로의 여행을 전시하게 되어 기쁩니다. 잠시 시간을 거슬러 올라가 증기기관차의 원형과 내연 엔진의 발달사를 탐구 해 보십시오. 초소형 핵 전지의 출현을 경험 해 보시고, 여러분들이 키를 돌렸을 때 어떤 일이 일어나는지 직접 보기 위해 2층 구조의 모형 퓨전 엔진을 이용해 보십시오. 전시는 (주)크라이슬러스의 협찬으로 제공됩니다. (역자주 - "크라이슬러스" - 유명 자동차 회사 크라이슬러의 말장난, 폴아웃2 에는 (주)크라이살리스의 "하이웨이맨"이라는 자동차가 나옴)[CRLF]
1NO0002195	과학 박물관은 미스터 핸디와 미스터 것시, 그리고 프로텍트론과 같은 초기 실험용 모델을 전시 하게 되어 기쁩니다. [CRLF]
1NO0002196	이 단단한 조력자들의 변천사를 탐구 해 보시고, 또 이들이 우리의 삶을 얼마나 편하게 해 주었는지 알아 보십시오.[CRLF]
1NO0002197	인공지능 게임을 즐겨보세요! 실시간으로 로봇을 프로그래밍하고, 또 당신의 명령에 따르도록 할 수 있습니다! 그들이 어떤 원리로 움직이는지 알게 된다면, 당신은 로봇을 새삼스래 다시 보게 될것입니다.[CRLF]
1NO0002198	전시회는 롭코와 제너럴 어토믹스의 협찬으로 제공 됩니다. (역자 주 - "제너럴 어토믹스" - 제너럴 모터스(GM)의 말장난)[CRLF]
1NO0002199	과학 박물관의 비행기 전시는 여러분께 하늘을 나는 기분을 선사 할 것 입니다. 라이트 형제의 초기 모델과 2차대전 때 활약한 P-51 머스탱을 비롯 한 각종 비행기들이 전시 되어 있습니다. 또한, 가상 비행 체험을 해 볼 수 있는 저희의 비행 체험관도 놓치지 마십시오. 머리칼이 쭈뼛서고 손에 땀을 쥐는, 비행기 관제탑의 항로 통제가 전시된 비상 관제탑 전시 역시 꼭 들르시기 바랍니다. 록크리드사 협찬으로 제공됩니다. (역자 주 - "록크리드" - 미국의 항공기, 우주기기 제조 회사 록히드사의 말장난)[CRLF]
1NO0002200	새로 단장한 우주 전시관에서 우주를 유영 하는듯 한 흥분을 느껴 보십시오. 최초의 달 착륙선인 버고 II의 완벽한 재현을 보시면서 인간의 위대한 도전을 만끽하십시오. 중력 훈련기 체험을 통해 당신을 둘러 싼 힘들을 이해 하고 또 즐겨 보십시오. 또 코페르니쿠스 천문관에서 별까지 닿을듯 한 기분을 느껴 보십시오. 전시회는 USSA의 협찬으로 제공 됩니다. (역자 주 - "USSA" - NASA의 말장난)[CRLF]
1NO0002201	볼트-텍 사의 아낌 없는 지원으로 볼트 체험 시설이 오픈 되었습니다. 실제의 볼트가 구현된 시설을 통해 현대적인 편의 시설이 추가된 볼트-텍사의 믿기지 않을만큼 유명한 핵전쟁 대피소의 모든 것을 도보를 통해 관람 하십시오. 관람자의 이동에 반응하여 보여지는 볼트안의 시설들이 보여 주는 놀라운 지하 세계에서의 생활이 집에서만큼 편안한지 보십시오. 체험을 위한 시간표는 중앙 홀에 있는 안내 데스크에서 확인 가능합니다.[CRLF]
1NO0002202	코페르니쿠스 천문관
1NO0002203	예정은 사전 통지 없이 변경 될 수 있습니다. 표에 대한 문의는 안내 데스크에서 확인 하십시오.[CRLF]
1NO0002204	"화성으로의 여행" 오후 1시 3시 5시
1NO0002205	지구에서 화성까지 비행 시뮬레이션을 경험해 보십시오.[CRLF]
1NO0002206	"머나먼 우주로의 여행" 오후 1시 반, 3시 반
1NO0002207	저 우주 저편에는 뭐가 있을까요? 그 누구보다 이론적인 여행을 멀리 가보십시오.[CRLF]
1NO0002208	"우리는 그저 우주의 먼지다" 오후 12시 반 2시 4시 
1NO0002209	이 프로그램은 간단 하지만 본질을 자극하는 질문을 던집니다. "우리는 어디에서 왔는가?"[CRLF]
1NO0002210	"제니 행성 쇼" 오전 11시 반 오후 12시 두시 반 4시 반
1NO0002211	캡틴 스페이스 갤럭시에게 동참 하십시오! 그가 태양계를 여행하고 다른 세계를 방문할 때 말입니다. 4-10세 아동에게 추천합니다.[CRLF]
1NO0002212	오펜하이머의 어리석음?
1NO0002213	이 강의는 R.J. 검비 교수에 의해서 진행됩니다.[CRLF]
1NO0002214	이 강의는 매우 현실적으로 핵전쟁은 우리가 생각하는 만큼 멀지 않을 수 있다는 것과 그것이 우리의 행성의 미래에 어떤 영향을 끼칠 수 있는지를 알려 줍니다. 과거 소규모 핵무기의 용도를 설명 하면서 검비 교수는 여러분께 충격과 공포를 안겨줄 것입니다. 그리고 여러분께서 진심으로 핵공격에서 살아남기를 소망하게 만들어 줄 것입니다. 이 강의 시리즈를 위한 표는 중앙 홀에 있는 안내 데스크에서 구매 가능합니다.[CRLF]
1NO0002215	해피 리버티 수입상
1NO0002216	주문서 HP-4110c
1NO0002217	 ___________________________
1NO0002218	|====CONTENTS==========| #|
1NO0002219	| 성조기 ZRIN-418 | 1|
1NO0002220	| 문진, 납 | 450|
1NO0002221	| 융단, 균염제 | 1|
1NO0002222	|___________________________|
1NO0002223	| _TOTAL_______________|0.00|
1NO0002224	| 특별 주문사항:
1NO0002225	| 접수원에게 맡기지 말고,
1NO0002226	| 반드시 사장에게 직접 전달 바람.[CRLF]
1NO0002227	핵겨울에 대한 정책 #C31[CRLF]
1NO0002228	핵겨울 상태가 심해지는 경우, 모든 직원들은 인사부서에서 D87-a, D87-b, H04-1, A14-3, 부록7 양식들을 작성 해야 한다. 동시에 회사 정책 #L83에 의해서 직원들은 요오드 알약, 휴대용 방사능 측정기, 비상 식량을 지급 받고, 자주적인 L.O.B. 공화국에 대해 선서해야 한다.[CRLF]
1NO0002229	당신은 매서운 돌풍이 휘몰아치는 험난한 암벽으로 이루어진 산에 서 있다. 산 정상을 감싸는 폭풍우의 구름은 당신과 드문드문 있는 수풀에 맹렬한 폭우를 쏟아 붇고 있다. 산기슭 너머 멀리 아래에는 넓은 평원이 남쪽 수평선을 가로질러 있다.[CRLF]
1NO0002230	이단의 교리를 설파 하던 그렐록이 여기 있다.[CRLF]
1NO0002231	당신의 눈에 바위 사이에서 반짝이는 뭔가가 보인다.[CRLF]
1NO0002234	당신은 조용한 도시의 먼지 쌓인 시장에 서 있다. 버려진 많은 상점과 집들이 있고, 먼 북쪽의 어두워진 지평선을 은밀하게 훔쳐보며 조용히 얘기하는 사람들이 보인다. 근처 천막에서 몸을 구부린채 일을 하는 콧수염 난 대장장이의 규칙적인 모루 치는 소리가 정적을 깬다.[CRLF]
1NO0002235	일하고 있는 대장장이가 여기 있다.[CRLF]
1NO0002236	술 마시고 있는 사제가 여기 있다.[CRLF]
1NO0002237	당신은 진흙 길 끝에서 작은 예배당을 마주 보고 서 있다. 벽은 색이 바랬고, 지붕의 타일들도 대부분 떨어져 나갔다. 오크나무로 만든 거대한 문은 잠겨있다. 예배의 흔적은 더이상 그 어느 곳에서도 찾아볼수 없다. 묘지의 비석들이 첨탑의 그늘 아래로 울퉁불퉁 서 있다. 광활하고 황량한 평야를 지나 서쪽으로 난 굽이진 진흙길로 향한다.[CRLF]
1NO0002238	좀비 하나가 정처없이 비틀거리며 걷고 있다.[CRLF]
1NO0002239	근처에 파헤쳐진 무덤이 있다.[CRLF]
1NO0002240	당신은 어두운 습지 안 날카로운 돌이 뻗어 있는 길에 서 있다. 습지의 웅덩이에서 기분 나쁜 방울들이 떠다니고 있고, 천천히 터져 당신의 다리에 진흙과 오물을 튀기고 있다. 작은 돌로 촘촘히 지어진 탑이 이 곳에 숨겨져 있는 것이 보인다. 입구는 보이지 않고 벽의 돌은 매끄럽고 윤이 난다. 타워 바깥쪽 중간 부분에 발코니가 나와 있습니다. 기분 좋아지는 향기가 습지의 역한 악취와 섞여 온다. 습지를 지나 광활한 평원을 향해 자갈길이 동쪽으로 뻗어 있다.[CRLF]
1NO0002241	마법사가 발코니에서 이곳을 향해 크게 손짓 하고 있다.[CRLF]
1NO0002244	사제가 당신이 오고 있음을 눈치채고 그의 술잔에서 고개를 든다.
1NO0002245	"그렐록이 왔지, 그리고 우리는 버림 받았어!" 그가 외친다. "딸꾹!" 그는 계속 떠들었다.[CRLF]
1NO0002246	당신은 사제가 한 트림의 악취에서 정신을 차리고 그가 인근의 성당에서 도망쳐 나온것인지를 물었다. 그렐록이 산에 도착하자 성당의 묘지에서 죽은 자들이 일어나기 시작했고 신도들은 모두 뿔뿔히 흩어졌다고 한다.[CRLF]
1NO0002247	사제가 당신에게 말했다. "만약에 당신이 그곳의 좀비들을 제거해 준다면, 내 자네에게 약제실의 물품들을 사용 할 수 있도록 열쇠를 주겠네."[CRLF]
1NO0002248	묘지에는 깊고 텅빈 무덤이 있었다. 바닥에는 몇 마리 쥐들이 더러운 물을 기어 다니고 있다. 떨어지면 안되겠군![CRLF]
1NO0002249	묘지에는 깊고 텅빈 무덤이 있었다. 바닥에는 몇 마리의 기어 다니는 쥐들과 더러운 물을 떠다니는 좀비 시체들. 떨어지면 안된다![CRLF]
1NO0002250	묘지에는 깊고 텅빈 무덤이 있었다. 바닥에는 몇 마리의 기어 다니는 쥐들과 더러운 물을 떠다니는 좀비 시체들. 떨어지면 안된다![CRLF]
1NO0002251	기괴한 좀비의 머리가 무덤 머리 맡 시작 부분에 끼어있다. 당신이 한 일에 대한 증거물로 그 끔찍한 전리품을 챙겼다.[CRLF]
1NO0002252	천막 안의 뜨거운 열기와 매운 연기로 당신의 눈에서 눈물이 흐른다. 몸집이 큰 대머리 남자가 그의 머리에 맺힌 땀을 훔치고 작업하던 것에서 눈을 떼고 당신을 바라본다. [CRLF]
1NO0002253	"모두를 두려움에 떨게 하는 그렐록에 시킨 일은 줄어들지를 않는군. 나는 지금 일을 해야 하니 방해말게 방랑자여." 라고 말하며, 대장장이는 당신을 그의 천막에서 밀어내고 달구어진 검날을 물에 담구어 뿌연 수증기와 함께 치이이 하는 소리를 낸다.[CRLF]
1NO0002254	대장장이가 당신을 난폭하게 쳐다보고 내보내려고 할 때 당신은 가방에서 매혹적인 빛을 내뿜는 보석을 꺼냈다. 그는 망치를 곁에 내려놓고 콧수염을 비비 꼰다.[CRLF]
1NO0002255	그가 보석을 감탄스런 눈초리로 쳐다보며 "그것 참 아주 희귀한 돌이군." 라고 말했다. 대장장이는 잠시 뜸을 들이는 듯 하다 말을 했다. "그래, 필요한게 뭔가?"[CRLF]
1NO0002256	당신의 요구에 따라 대장장이는 신중히 당신의 녹슨 검의 중앙에 파편을 박아 새로운 칼날을 다시 단조했다.[CRLF]
1NO0002257	사제는 술에 취해 그의 성당을 더럽힌 죽지않는 자들에 대해 저주를 퍼붓고 있다. 당신은 가방에서 잘려진 좀비의 머리를 꺼내 그에게 건냈다.[CRLF]
